Site,Year,Month,Day,Value
Shenyang,2013,201309,20130924,23
Beijing,2013,201309,20130925,18
Chengdu,2013,201309,20130925,32
Guangzhou,2013,201309,20130925,31
Shanghai,2013,201309,20130925,12
Shenyang,2013,201309,20130925,43
Beijing,2013,201309,20130926,60
Chengdu,2013,201309,20130926,34
Guangzhou,2013,201309,20130926,25
Shanghai,2013,201309,20130926,25
Shenyang,2013,201309,20130926,59
Beijing,2013,201309,20130927,194
Chengdu,2013,201309,20130927,71
Guangzhou,2013,201309,20130927,37
Shanghai,2013,201309,20130927,20
Shenyang,2013,201309,20130927,53
Beijing,2013,201309,20130928,247
Chengdu,2013,201309,20130928,50
Guangzhou,2013,201309,20130928,42
Shanghai,2013,201309,20130928,47
Shenyang,2013,201309,20130928,60
Beijing,2013,201309,20130929,227
Chengdu,2013,201309,20130929,68
Guangzhou,2013,201309,20130929,41
Shanghai,2013,201309,20130929,69
Shenyang,2013,201309,20130929,65
Beijing,2013,201309,20130930,148
Chengdu,2013,201309,20130930,146
Guangzhou,2013,201309,20130930,55
Shanghai,2013,201309,20130930,25
Shenyang,2013,201309,20130930,152
Beijing,2013,201310,20131001,71
Chengdu,2013,201310,20131001,98
Guangzhou,2013,201310,20131001,54
Shanghai,2013,201310,20131001,34
Shenyang,2013,201310,20131001,83
Beijing,2013,201310,20131002,20
Chengdu,2013,201310,20131002,112
Guangzhou,2013,201310,20131002,50
Shanghai,2013,201310,20131002,53
Shenyang,2013,201310,20131002,18
Beijing,2013,201310,20131003,61
Chengdu,2013,201310,20131003,103
Shanghai,2013,201310,20131003,13
Shenyang,2013,201310,20131003,22
Beijing,2013,201310,20131004,168
Chengdu,2013,201310,20131004,104
Guangzhou,2013,201310,20131004,82
Shanghai,2013,201310,20131004,18
Shenyang,2013,201310,20131004,68
Beijing,2013,201310,20131005,306
Chengdu,2013,201310,20131005,77
Guangzhou,2013,201310,20131005,60
Shanghai,2013,201310,20131005,29
Shenyang,2013,201310,20131005,91
Beijing,2013,201310,20131006,213
Chengdu,2013,201310,20131006,88
Guangzhou,2013,201310,20131006,58
Shanghai,2013,201310,20131006,19
Shenyang,2013,201310,20131006,163
Beijing,2013,201310,20131007,91
Chengdu,2013,201310,20131007,114
Guangzhou,2013,201310,20131007,91
Shanghai,2013,201310,20131007,12
Shenyang,2013,201310,20131007,41
Beijing,2013,201310,20131008,64
Chengdu,2013,201310,20131008,118
Guangzhou,2013,201310,20131008,85
Shanghai,2013,201310,20131008,11
Shenyang,2013,201310,20131008,52
Beijing,2013,201310,20131009,146
Chengdu,2013,201310,20131009,119
Guangzhou,2013,201310,20131009,40
Shanghai,2013,201310,20131009,38
Shenyang,2013,201310,20131009,103
Beijing,2013,201310,20131010,82
Chengdu,2013,201310,20131010,196
Guangzhou,2013,201310,20131010,49
Shanghai,2013,201310,20131010,49
Shenyang,2013,201310,20131010,62
Beijing,2013,201310,20131011,59
Chengdu,2013,201310,20131011,163
Guangzhou,2013,201310,20131011,39
Shanghai,2013,201310,20131011,90
Shenyang,2013,201310,20131011,31
Beijing,2013,201310,20131012,70
Chengdu,2013,201310,20131012,228
Guangzhou,2013,201310,20131012,52
Shanghai,2013,201310,20131012,25
Shenyang,2013,201310,20131012,57
Beijing,2013,201310,20131013,57
Chengdu,2013,201310,20131013,131
Guangzhou,2013,201310,20131013,65
Shanghai,2013,201310,20131013,25
Shenyang,2013,201310,20131013,62
Beijing,2013,201310,20131014,38
Chengdu,2013,201310,20131014,83
Guangzhou,2013,201310,20131014,57
Shanghai,2013,201310,20131014,28
Shenyang,2013,201310,20131014,18
Beijing,2013,201310,20131015,23
Chengdu,2013,201310,20131015,46
Guangzhou,2013,201310,20131015,47
Shanghai,2013,201310,20131015,24
Shenyang,2013,201310,20131015,21
Beijing,2013,201310,20131016,64
Chengdu,2013,201310,20131016,23
Guangzhou,2013,201310,20131016,101
Shanghai,2013,201310,20131016,27
Shenyang,2013,201310,20131016,96
Beijing,2013,201310,20131017,163
Chengdu,2013,201310,20131017,23
Guangzhou,2013,201310,20131017,62
Shanghai,2013,201310,20131017,26
Shenyang,2013,201310,20131017,140
Beijing,2013,201310,20131018,248
Chengdu,2013,201310,20131018,28
Guangzhou,2013,201310,20131018,66
Shanghai,2013,201310,20131018,22
Shenyang,2013,201310,20131018,77
Beijing,2013,201310,20131019,68
Chengdu,2013,201310,20131019,60
Guangzhou,2013,201310,20131019,82
Shanghai,2013,201310,20131019,26
Shenyang,2013,201310,20131019,76
Beijing,2013,201310,20131020,30
Chengdu,2013,201310,20131020,55
Guangzhou,2013,201310,20131020,87
Shanghai,2013,201310,20131020,50
Shenyang,2013,201310,20131020,154
Beijing,2013,201310,20131021,100
Chengdu,2013,201310,20131021,63
Guangzhou,2013,201310,20131021,79
Shanghai,2013,201310,20131021,56
Shenyang,2013,201310,20131021,254
Beijing,2013,201310,20131022,148
Chengdu,2013,201310,20131022,48
Guangzhou,2013,201310,20131022,76
Shanghai,2013,201310,20131022,56
Shenyang,2013,201310,20131022,233
Beijing,2013,201310,20131023,26
Chengdu,2013,201310,20131023,71
Guangzhou,2013,201310,20131023,95
Shanghai,2013,201310,20131023,43
Shenyang,2013,201310,20131023,55
Beijing,2013,201310,20131024,24
Chengdu,2013,201310,20131024,71
Guangzhou,2013,201310,20131024,62
Shanghai,2013,201310,20131024,54
Shenyang,2013,201310,20131024,25
Beijing,2013,201310,20131025,47
Chengdu,2013,201310,20131025,84
Guangzhou,2013,201310,20131025,65
Shanghai,2013,201310,20131025,40
Shenyang,2013,201310,20131025,58
Beijing,2013,201310,20131026,73
Chengdu,2013,201310,20131026,76
Guangzhou,2013,201310,20131026,62
Shanghai,2013,201310,20131026,52
Shenyang,2013,201310,20131026,111
Beijing,2013,201310,20131027,229
Chengdu,2013,201310,20131027,85
Guangzhou,2013,201310,20131027,79
Shanghai,2013,201310,20131027,40
Shenyang,2013,201310,20131027,105
Beijing,2013,201310,20131028,314
Chengdu,2013,201310,20131028,71
Guangzhou,2013,201310,20131028,108
Shanghai,2013,201310,20131028,37
Shenyang,2013,201310,20131028,114
Beijing,2013,201310,20131029,30
Chengdu,2013,201310,20131029,38
Guangzhou,2013,201310,20131029,94
Shanghai,2013,201310,20131029,42
Shenyang,2013,201310,20131029,37
Beijing,2013,201310,20131030,99
Chengdu,2013,201310,20131030,28
Guangzhou,2013,201310,20131030,101
Shanghai,2013,201310,20131030,45
Shenyang,2013,201310,20131030,98
Beijing,2013,201310,20131031,167
Chengdu,2013,201310,20131031,38
Guangzhou,2013,201310,20131031,78
Shanghai,2013,201310,20131031,40
Shenyang,2013,201310,20131031,138
Beijing,2013,201311,20131101,217
Chengdu,2013,201311,20131101,54
Guangzhou,2013,201311,20131101,85
Shanghai,2013,201311,20131101,37
Shenyang,2013,201311,20131101,146
Beijing,2013,201311,20131102,287
Chengdu,2013,201311,20131102,92
Guangzhou,2013,201311,20131102,74
Shanghai,2013,201311,20131102,53
Shenyang,2013,201311,20131102,150
Beijing,2013,201311,20131103,47
Chengdu,2013,201311,20131103,73
Guangzhou,2013,201311,20131103,76
Shanghai,2013,201311,20131103,84
Shenyang,2013,201311,20131103,128
Beijing,2013,201311,20131104,53
Chengdu,2013,201311,20131104,68
Guangzhou,2013,201311,20131104,67
Shanghai,2013,201311,20131104,53
Shenyang,2013,201311,20131104,73
Beijing,2013,201311,20131105,203
Chengdu,2013,201311,20131105,66
Guangzhou,2013,201311,20131105,67
Shanghai,2013,201311,20131105,47
Shenyang,2013,201311,20131105,65
Beijing,2013,201311,20131106,114
Chengdu,2013,201311,20131106,77
Guangzhou,2013,201311,20131106,52
Shanghai,2013,201311,20131106,115
Shenyang,2013,201311,20131106,100
Beijing,2013,201311,20131107,44
Chengdu,2013,201311,20131107,132
Guangzhou,2013,201311,20131107,71
Shanghai,2013,201311,20131107,175
Shenyang,2013,201311,20131107,24
Beijing,2013,201311,20131108,163
Chengdu,2013,201311,20131108,95
Guangzhou,2013,201311,20131108,83
Shanghai,2013,201311,20131108,102
Shenyang,2013,201311,20131108,44
Beijing,2013,201311,20131109,97
Chengdu,2013,201311,20131109,107
Guangzhou,2013,201311,20131109,75
Shanghai,2013,201311,20131109,72
Shenyang,2013,201311,20131109,46
Beijing,2013,201311,20131110,19
Chengdu,2013,201311,20131110,40
Guangzhou,2013,201311,20131110,42
Shanghai,2013,201311,20131110,44
Shenyang,2013,201311,20131110,31
Beijing,2013,201311,20131111,42
Chengdu,2013,201311,20131111,36
Guangzhou,2013,201311,20131111,46
Shanghai,2013,201311,20131111,48
Shenyang,2013,201311,20131111,33
Beijing,2013,201311,20131112,62
Chengdu,2013,201311,20131112,36
Guangzhou,2013,201311,20131112,19
Shanghai,2013,201311,20131112,29
Shenyang,2013,201311,20131112,65
Beijing,2013,201311,20131113,198
Chengdu,2013,201311,20131113,44
Guangzhou,2013,201311,20131113,19
Shanghai,2013,201311,20131113,29
Shenyang,2013,201311,20131113,66
Beijing,2013,201311,20131114,66
Chengdu,2013,201311,20131114,65
Guangzhou,2013,201311,20131114,33
Shanghai,2013,201311,20131114,80
Shenyang,2013,201311,20131114,53
Beijing,2013,201311,20131115,118
Chengdu,2013,201311,20131115,89
Guangzhou,2013,201311,20131115,36
Shanghai,2013,201311,20131115,166
Shenyang,2013,201311,20131115,96
Beijing,2013,201311,20131116,47
Chengdu,2013,201311,20131116,113
Guangzhou,2013,201311,20131116,55
Shanghai,2013,201311,20131116,122
Shenyang,2013,201311,20131116,88
Beijing,2013,201311,20131117,14
Chengdu,2013,201311,20131117,142
Guangzhou,2013,201311,20131117,53
Shanghai,2013,201311,20131117,79
Shenyang,2013,201311,20131117,26
Beijing,2013,201311,20131118,12
Chengdu,2013,201311,20131118,173
Guangzhou,2013,201311,20131118,54
Shanghai,2013,201311,20131118,62
Shenyang,2013,201311,20131118,25
Beijing,2013,201311,20131119,42
Chengdu,2013,201311,20131119,201
Guangzhou,2013,201311,20131119,60
Shanghai,2013,201311,20131119,93
Shenyang,2013,201311,20131119,32
Beijing,2013,201311,20131120,78
Chengdu,2013,201311,20131120,209
Guangzhou,2013,201311,20131120,84
Shanghai,2013,201311,20131120,130
Shenyang,2013,201311,20131120,68
Beijing,2013,201311,20131121,131
Chengdu,2013,201311,20131121,166
Guangzhou,2013,201311,20131121,70
Shanghai,2013,201311,20131121,102
Shenyang,2013,201311,20131121,113
Beijing,2013,201311,20131122,174
Chengdu,2013,201311,20131122,122
Guangzhou,2013,201311,20131122,100
Shanghai,2013,201311,20131122,68
Shenyang,2013,201311,20131122,110
Beijing,2013,201311,20131123,222
Chengdu,2013,201311,20131123,47
Guangzhou,2013,201311,20131123,90
Shanghai,2013,201311,20131123,65
Shenyang,2013,201311,20131123,191
Beijing,2013,201311,20131124,94
Chengdu,2013,201311,20131124,45
Guangzhou,2013,201311,20131124,49
Shanghai,2013,201311,20131124,58
Shenyang,2013,201311,20131124,194
Beijing,2013,201311,20131125,24
Chengdu,2013,201311,20131125,44
Guangzhou,2013,201311,20131125,30
Shanghai,2013,201311,20131125,78
Shenyang,2013,201311,20131125,30
Beijing,2013,201311,20131126,26
Guangzhou,2013,201311,20131126,48
Shanghai,2013,201311,20131126,96
Shenyang,2013,201311,20131126,44
Beijing,2013,201311,20131127,7
Guangzhou,2013,201311,20131127,53
Shanghai,2013,201311,20131127,77
Shenyang,2013,201311,20131127,16
Beijing,2013,201311,20131128,27
Guangzhou,2013,201311,20131128,34
Shanghai,2013,201311,20131128,55
Shenyang,2013,201311,20131128,39
Beijing,2013,201311,20131129,60
Guangzhou,2013,201311,20131129,27
Shanghai,2013,201311,20131129,62
Shenyang,2013,201311,20131129,53
Beijing,2013,201311,20131130,35
Guangzhou,2013,201311,20131130,34
Shanghai,2013,201311,20131130,92
Shenyang,2013,201311,20131130,62
Beijing,2013,201312,20131201,85
Chengdu,2013,201312,20131201,145
Guangzhou,2013,201312,20131201,35
Shanghai,2013,201312,20131201,196
Shenyang,2013,201312,20131201,99
Beijing,2013,201312,20131202,137
Chengdu,2013,201312,20131202,217
Guangzhou,2013,201312,20131202,52
Shanghai,2013,201312,20131202,215
Shenyang,2013,201312,20131202,104
Beijing,2013,201312,20131203,90
Chengdu,2013,201312,20131203,220
Guangzhou,2013,201312,20131203,113
Shanghai,2013,201312,20131203,132
Shenyang,2013,201312,20131203,107
Beijing,2013,201312,20131204,113
Chengdu,2013,201312,20131204,248
Guangzhou,2013,201312,20131204,90
Shanghai,2013,201312,20131204,117
Shenyang,2013,201312,20131204,75
Beijing,2013,201312,20131205,49
Chengdu,2013,201312,20131205,141
Guangzhou,2013,201312,20131205,55
Shanghai,2013,201312,20131205,248
Shenyang,2013,201312,20131205,45
Beijing,2013,201312,20131206,165
Chengdu,2013,201312,20131206,156
Guangzhou,2013,201312,20131206,72
Shanghai,2013,201312,20131206,383
Shenyang,2013,201312,20131206,93
Beijing,2013,201312,20131207,348
Chengdu,2013,201312,20131207,178
Guangzhou,2013,201312,20131207,93
Shanghai,2013,201312,20131207,165
Shenyang,2013,201312,20131207,130
Beijing,2013,201312,20131208,214
Chengdu,2013,201312,20131208,199
Guangzhou,2013,201312,20131208,121
Shanghai,2013,201312,20131208,120
Shenyang,2013,201312,20131208,130
Beijing,2013,201312,20131209,19
Chengdu,2013,201312,20131209,104
Guangzhou,2013,201312,20131209,111
Shanghai,2013,201312,20131209,181
Shenyang,2013,201312,20131209,82
Beijing,2013,201312,20131210,27
Chengdu,2013,201312,20131210,79
Guangzhou,2013,201312,20131210,124
Shanghai,2013,201312,20131210,77
Shenyang,2013,201312,20131210,121
Beijing,2013,201312,20131211,31
Chengdu,2013,201312,20131211,79
Guangzhou,2013,201312,20131211,104
Shanghai,2013,201312,20131211,101
Shenyang,2013,201312,20131211,42
Beijing,2013,201312,20131212,23
Chengdu,2013,201312,20131212,93
Guangzhou,2013,201312,20131212,107
Shanghai,2013,201312,20131212,92
Shenyang,2013,201312,20131212,41
Beijing,2013,201312,20131213,70
Chengdu,2013,201312,20131213,120
Guangzhou,2013,201312,20131213,127
Shanghai,2013,201312,20131213,97
Shenyang,2013,201312,20131213,37
Beijing,2013,201312,20131214,63
Chengdu,2013,201312,20131214,99
Guangzhou,2013,201312,20131214,74
Shanghai,2013,201312,20131214,52
Shenyang,2013,201312,20131214,45
Beijing,2013,201312,20131215,59
Chengdu,2013,201312,20131215,51
Guangzhou,2013,201312,20131215,43
Shanghai,2013,201312,20131215,89
Shenyang,2013,201312,20131215,63
Beijing,2013,201312,20131216,183
Chengdu,2013,201312,20131216,81
Guangzhou,2013,201312,20131216,12
Shanghai,2013,201312,20131216,29
Shenyang,2013,201312,20131216,157
Beijing,2013,201312,20131217,78
Chengdu,2013,201312,20131217,106
Guangzhou,2013,201312,20131217,22
Shanghai,2013,201312,20131217,20
Shenyang,2013,201312,20131217,206
Beijing,2013,201312,20131218,56
Chengdu,2013,201312,20131218,101
Guangzhou,2013,201312,20131218,23
Shanghai,2013,201312,20131218,53
Shenyang,2013,201312,20131218,172
Beijing,2013,201312,20131219,41
Chengdu,2013,201312,20131219,117
Guangzhou,2013,201312,20131219,31
Shanghai,2013,201312,20131219,102
Shenyang,2013,201312,20131219,80
Beijing,2013,201312,20131220,36
Chengdu,2013,201312,20131220,112
Guangzhou,2013,201312,20131220,48
Shanghai,2013,201312,20131220,188
Shenyang,2013,201312,20131220,57
Beijing,2013,201312,20131221,91
Chengdu,2013,201312,20131221,100
Guangzhou,2013,201312,20131221,79
Shanghai,2013,201312,20131221,63
Shenyang,2013,201312,20131221,106
Beijing,2013,201312,20131222,181
Chengdu,2013,201312,20131222,106
Guangzhou,2013,201312,20131222,69
Shanghai,2013,201312,20131222,60
Shenyang,2013,201312,20131222,273
Beijing,2013,201312,20131223,146
Chengdu,2013,201312,20131223,138
Guangzhou,2013,201312,20131223,71
Shanghai,2013,201312,20131223,61
Shenyang,2013,201312,20131223,307
Beijing,2013,201312,20131224,317
Chengdu,2013,201312,20131224,167
Guangzhou,2013,201312,20131224,68
Shanghai,2013,201312,20131224,132
Shenyang,2013,201312,20131224,245
Beijing,2013,201312,20131225,170
Chengdu,2013,201312,20131225,168
Guangzhou,2013,201312,20131225,84
Shanghai,2013,201312,20131225,104
Shenyang,2013,201312,20131225,238
Beijing,2013,201312,20131226,15
Chengdu,2013,201312,20131226,106
Guangzhou,2013,201312,20131226,70
Shanghai,2013,201312,20131226,208
Shenyang,2013,201312,20131226,48
Beijing,2013,201312,20131227,33
Chengdu,2013,201312,20131227,103
Guangzhou,2013,201312,20131227,133
Shanghai,2013,201312,20131227,60
Shenyang,2013,201312,20131227,137
Beijing,2013,201312,20131228,22
Chengdu,2013,201312,20131228,116
Guangzhou,2013,201312,20131228,96
Shanghai,2013,201312,20131228,99
Shenyang,2013,201312,20131228,218
Beijing,2013,201312,20131229,53
Chengdu,2013,201312,20131229,124
Guangzhou,2013,201312,20131229,53
Shanghai,2013,201312,20131229,133
Shenyang,2013,201312,20131229,102
Beijing,2013,201312,20131230,45
Chengdu,2013,201312,20131230,161
Guangzhou,2013,201312,20131230,73
Shanghai,2013,201312,20131230,115
Shenyang,2013,201312,20131230,113
Beijing,2013,201312,20131231,49
Chengdu,2013,201312,20131231,188
Guangzhou,2013,201312,20131231,79
Shanghai,2013,201312,20131231,96
Shenyang,2013,201312,20131231,53
Beijing,2014,201401,20140101,58
Chengdu,2014,201401,20140101,171
Guangzhou,2014,201401,20140101,86
Shanghai,2014,201401,20140101,127
Shenyang,2014,201401,20140101,35
Beijing,2014,201401,20140102,168
Chengdu,2014,201401,20140102,195
Guangzhou,2014,201401,20140102,122
Shanghai,2014,201401,20140102,93
Shenyang,2014,201401,20140102,51
Beijing,2014,201401,20140103,54
Chengdu,2014,201401,20140103,151
Guangzhou,2014,201401,20140103,132
Shanghai,2014,201401,20140103,130
Shenyang,2014,201401,20140103,44
Beijing,2014,201401,20140104,155
Chengdu,2014,201401,20140104,129
Guangzhou,2014,201401,20140104,120
Shanghai,2014,201401,20140104,100
Shenyang,2014,201401,20140104,136
Beijing,2014,201401,20140105,101
Chengdu,2014,201401,20140105,168
Guangzhou,2014,201401,20140105,103
Shanghai,2014,201401,20140105,50
Shenyang,2014,201401,20140105,99
Beijing,2014,201401,20140106,155
Chengdu,2014,201401,20140106,122
Guangzhou,2014,201401,20140106,153
Shanghai,2014,201401,20140106,28
Shenyang,2014,201401,20140106,128
Beijing,2014,201401,20140107,113
Chengdu,2014,201401,20140107,65
Guangzhou,2014,201401,20140107,82
Shanghai,2014,201401,20140107,46
Shenyang,2014,201401,20140107,58
Beijing,2014,201401,20140108,21
Chengdu,2014,201401,20140108,44
Guangzhou,2014,201401,20140108,94
Shanghai,2014,201401,20140108,39
Shenyang,2014,201401,20140108,26
Beijing,2014,201401,20140109,33
Chengdu,2014,201401,20140109,81
Guangzhou,2014,201401,20140109,49
Shanghai,2014,201401,20140109,34
Shenyang,2014,201401,20140109,83
Beijing,2014,201401,20140110,81
Chengdu,2014,201401,20140110,90
Guangzhou,2014,201401,20140110,72
Shanghai,2014,201401,20140110,46
Shenyang,2014,201401,20140110,98
Beijing,2014,201401,20140111,153
Chengdu,2014,201401,20140111,72
Guangzhou,2014,201401,20140111,106
Shanghai,2014,201401,20140111,45
Shenyang,2014,201401,20140111,105
Beijing,2014,201401,20140112,29
Chengdu,2014,201401,20140112,61
Guangzhou,2014,201401,20140112,84
Shanghai,2014,201401,20140112,85
Shenyang,2014,201401,20140112,36
Beijing,2014,201401,20140113,128
Chengdu,2014,201401,20140113,68
Guangzhou,2014,201401,20140113,38
Shanghai,2014,201401,20140113,39
Shenyang,2014,201401,20140113,127
Beijing,2014,201401,20140114,119
Chengdu,2014,201401,20140114,127
Guangzhou,2014,201401,20140114,42
Shanghai,2014,201401,20140114,24
Shenyang,2014,201401,20140114,167
Beijing,2014,201401,20140115,210
Chengdu,2014,201401,20140115,153
Guangzhou,2014,201401,20140115,69
Shanghai,2014,201401,20140115,34
Shenyang,2014,201401,20140115,98
Beijing,2014,201401,20140116,448
Chengdu,2014,201401,20140116,160
Guangzhou,2014,201401,20140116,96
Shanghai,2014,201401,20140116,70
Shenyang,2014,201401,20140116,180
Beijing,2014,201401,20140117,154
Chengdu,2014,201401,20140117,175
Guangzhou,2014,201401,20140117,107
Shanghai,2014,201401,20140117,94
Shenyang,2014,201401,20140117,152
Beijing,2014,201401,20140118,77
Chengdu,2014,201401,20140118,212
Guangzhou,2014,201401,20140118,65
Shanghai,2014,201401,20140118,151
Shenyang,2014,201401,20140118,84
Beijing,2014,201401,20140119,125
Chengdu,2014,201401,20140119,104
Guangzhou,2014,201401,20140119,98
Shanghai,2014,201401,20140119,108
Shenyang,2014,201401,20140119,121
Beijing,2014,201401,20140120,10
Chengdu,2014,201401,20140120,53
Guangzhou,2014,201401,20140120,93
Shanghai,2014,201401,20140120,167
Shenyang,2014,201401,20140120,96
Beijing,2014,201401,20140121,47
Chengdu,2014,201401,20140121,102
